time,elapsed,test_type,phase,axis,direction,target_speed,cmd_vx,cmd_wz,fb_vx,fb_vy,fb_wz
1782644416.017635,1.3200936317443848,breakaway,target_from_rest,vx,1,0.02,0.02,0.0,0.0,0.0,0.0
1782644416.0577738,1.3602323532104492,breakaway,target_from_rest,vx,1,0.02,0.02,0.0,0.0,0.0,0.0
1782644416.0976908,1.4001493453979492,breakaway,target_from_rest,vx,1,0.02,0.02,0.0,0.0,0.0,0.0
1782644416.13769,1.4401485919952393,breakaway,target_from_rest,vx,1,0.02,0.02,0.0,0.0,0.0,0.0
1782644416.177714,1.4801726341247559,breakaway,target_from_rest,vx,1,0.02,0.02,0.0,0.0,0.0,0.0
1782644416.2177134,1.520171880722046,breakaway,target_from_rest,vx,1,0.02,0.02,0.0,0.0,0.0,0.0
1782644416.2577293,1.560187816619873,breakaway,target_from_rest,vx,1,0.02,0.02,0.0,0.0,0.0,0.0
1782644416.2977061,1.6001646518707275,breakaway,target_from_rest,vx,1,0.02,0.02,0.0,0.0,0.0,0.0
1782644416.337717,1.6401755809783936,breakaway,target_from_rest,vx,1,0.02,0.02,0.0,0.0,0.0,0.0
1782644416.377711,1.6801695823669434,breakaway,target_from_rest,vx,1,0.02,0.02,0.0,0.0,0.0,0.0
1782644416.417689,1.7201476097106934,breakaway,target_from_rest,vx,1,0.02,0.02,0.0,0.0,0.0,0.0
1782644416.4577224,1.760180950164795,breakaway,target_from_rest,vx,1,0.02,0.02,0.0,-0.007,0.007,0.047
1782644416.4976943,1.8001527786254883,breakaway,target_from_rest,vx,1,0.02,0.02,0.0,-0.007,0.007,0.047
1782644416.5376532,1.8401117324829102,breakaway,target_from_rest,vx,1,0.02,0.02,0.0,-0.003,0.003,0.023
1782644416.5776854,1.8801438808441162,breakaway,target_from_rest,vx,1,0.02,0.02,0.0,-0.007,0.007,0.047
1782644416.6176443,1.920102834701538,breakaway,target_from_rest,vx,1,0.02,0.02,0.0,-0.003,0.003,0.023
1782644416.6576824,1.9601409435272217,breakaway,target_from_rest,vx,1,0.02,0.02,0.0,-0.003,0.003,0.023
1782644419.3045955,1.1920928955078125e-06,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644419.344693,0.04009866714477539,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644419.3846738,0.08007955551147461,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644419.424718,0.12012362480163574,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644419.4647472,0.16015291213989258,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644419.5047457,0.2001514434814453,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644419.5447023,0.24010801315307617,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644419.5847068,0.28011250495910645,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644419.6246722,0.32007789611816406,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644419.6648917,0.36029744148254395,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644419.7047539,0.4001595973968506,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644419.7447493,0.440155029296875,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644419.784705,0.48011064529418945,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644419.8247364,0.5201420783996582,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644419.86478,0.5601856708526611,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644419.9047067,0.6001124382019043,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644419.9446902,0.6400959491729736,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644419.984695,0.680100679397583,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644420.024728,0.7201337814331055,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644420.0647454,0.7601511478424072,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644420.1048625,0.8002681732177734,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644420.1447346,0.8401403427124023,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644420.1847506,0.8801562786102295,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644420.224745,0.9201507568359375,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644420.2647696,0.9601752758026123,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,-0.003,-0.003,-0.023
1782644420.3047636,1.000169277191162,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644420.3447852,1.0401909351348877,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644420.3847096,1.0801153182983398,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,-0.003,-0.003,-0.023
1782644420.4247384,1.1201441287994385,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.003,0.003,0.023
1782644420.464873,1.1602787971496582,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.003,0.003,0.023
1782644420.5047479,1.2001535892486572,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644420.5447779,1.2401835918426514,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644420.584712,1.2801177501678467,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,-0.003,-0.003,0.023
1782644420.6246777,1.3200833797454834,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644420.6646743,1.3600800037384033,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,0.0,0.0,0.0
1782644420.7047465,1.4001522064208984,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,-0.003,0.003,-0.023
1782644420.7447512,1.4401569366455078,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,-0.003,0.003,-0.023
1782644420.784699,1.480104684829712,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,-0.003,0.003,-0.023
1782644420.8247383,1.520143985748291,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,-0.007,0.0,0.0
1782644420.8647552,1.5601608753204346,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,-0.015,-0.007,-0.047
1782644420.9048975,1.6003031730651855,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,-0.03,-0.007,0.0
1782644420.9447434,1.6401491165161133,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,-0.034,-0.003,-0.07
1782644420.984733,1.6801388263702393,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,-0.054,0.0,-0.047
1782644421.0246859,1.7200915813446045,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,-0.054,0.0,-0.047
1782644421.0646973,1.7601029872894287,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,-0.065,0.003,-0.023
1782644421.1047578,1.8001635074615479,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,-0.085,0.0,-0.047
1782644421.1447668,1.840172529220581,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,-0.1,-0.007,0.0
1782644421.1847687,1.8801743984222412,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,-0.119,-0.003,-0.023
1782644421.2247524,1.9201581478118896,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,-0.143,0.003,-0.023
1782644421.2647638,1.9601695537567139,breakaway,target_from_rest,vx,1,0.03,0.03,0.0,-0.166,-0.003,-0.023
1782644423.9141397,1.9073486328125e-06,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,0.0,0.0,0.0
1782644423.9542587,0.040120840072631836,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,0.0,0.0,0.0
1782644423.9942672,0.08012938499450684,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,0.0,0.0,0.0
1782644424.0342467,0.12010884284973145,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,0.0,0.0,0.0
1782644424.0742345,0.1600966453552246,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,0.0,0.0,0.0
1782644424.114236,0.20009827613830566,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,0.0,0.0,0.0
1782644424.1549332,0.24079537391662598,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,0.0,0.0,0.0
1782644424.194229,0.2800910472869873,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,0.0,0.0,0.0
1782644424.2342281,0.32009029388427734,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,0.0,0.0,0.0
1782644424.2742584,0.3601205348968506,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,0.0,0.0,0.0
1782644424.314286,0.4001481533050537,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,0.0,0.0,0.0
1782644424.3543031,0.44016528129577637,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,0.0,0.0,0.0
1782644424.3943074,0.48016953468322754,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,0.0,0.0,0.0
1782644424.43431,0.520172119140625,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,0.0,0.0,0.0
1782644424.4743154,0.5601775646209717,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,0.0,0.0,0.0
1782644424.5142937,0.6001558303833008,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,0.0,0.0,0.0
1782644424.5543392,0.6402013301849365,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,0.0,0.0,0.0
1782644424.5944293,0.6802914142608643,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,0.0,0.0,0.0
1782644424.6342282,0.720090389251709,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,0.0,0.0,0.0
1782644424.6742857,0.7601478099822998,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,0.0,0.0,0.0
1782644424.7143106,0.8001728057861328,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,0.0,0.0,0.0
1782644424.7543051,0.8401672840118408,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,0.0,0.0,0.0
1782644424.7942967,0.8801589012145996,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,0.0,0.0,0.0
1782644424.8343132,0.920175313949585,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,0.0,0.0,0.0
1782644424.8742669,0.9601290225982666,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,0.0,0.0,0.0
1782644424.9142933,1.0001554489135742,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,0.0,0.0,0.0
1782644424.9543147,1.0401768684387207,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,-0.007,0.0,-0.047
1782644424.9943402,1.080202341079712,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,-0.019,0.011,-0.023
1782644425.0342743,1.1201364994049072,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,-0.019,0.003,-0.023
1782644425.0743096,1.1601717472076416,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,-0.034,-0.003,-0.023
1782644425.11431,1.2001721858978271,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,-0.046,-0.007,-0.047
1782644425.154307,1.2401690483093262,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,-0.061,-0.007,0.0
1782644425.1942728,1.280134916305542,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,-0.077,-0.007,0.0
1782644425.2342458,1.3201079368591309,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,-0.085,0.0,-0.047
1782644425.2742484,1.3601105213165283,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,-0.104,-0.003,-0.023
1782644425.3142805,1.4001426696777344,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,-0.131,0.0,-0.047
1782644425.3542702,1.4401323795318604,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,-0.154,0.007,-0.047
1782644425.3943834,1.480245590209961,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,-0.201,0.015,-0.047
1782644425.4344335,1.5202956199645996,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,-0.216,0.0,-0.094
1782644425.4743006,1.5601627826690674,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,-0.282,-0.011,-0.117
1782644425.5142858,1.6001479625701904,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,-0.336,-0.003,-0.117
1782644425.5542855,1.6401476860046387,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,-0.394,0.007,-0.188
1782644425.5943003,1.6801624298095703,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,-0.467,0.003,-0.211
1782644425.634311,1.7201731204986572,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,-0.56,0.003,-0.352
1782644425.6743062,1.7601683139801025,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,-0.665,0.0,-0.376
1782644425.7145827,1.8004448413848877,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,-0.788,0.007,-0.47
1782644425.7544074,1.8402695655822754,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,-0.874,0.0,-0.329
1782644425.7946076,1.880469799041748,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,-0.932,-0.003,-0.305
1782644425.8342917,1.9201538562774658,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,-0.974,0.007,-0.235
1782644425.874297,1.9601590633392334,breakaway,target_from_rest,vx,1,0.04,0.04,0.0,-1.017,0.003,-0.211
1782644428.5253856,1.6689300537109375e-06,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,0.0,0.0,0.0
1782644428.5654812,0.04009723663330078,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,0.0,0.0,0.0
1782644428.6054943,0.08011031150817871,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,0.0,0.0,0.0
1782644428.6454866,0.1201026439666748,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.003,0.003,0.023
1782644428.6854854,0.16010141372680664,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,0.0,0.0,0.0
1782644428.7254694,0.20008540153503418,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.003,0.003,0.023
1782644428.7655282,0.2401442527770996,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,0.0,0.0,0.0
1782644428.8054924,0.2801084518432617,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,0.0,0.0,0.0
1782644428.8455048,0.32012081146240234,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,0.0,0.0,0.0
1782644428.885493,0.3601090908050537,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,0.0,0.0,0.0
1782644428.9255002,0.4001162052154541,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.003,-0.003,-0.023
1782644428.9655378,0.4401538372039795,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.003,-0.003,-0.023
1782644429.0055587,0.4801747798919678,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.003,0.003,-0.023
1782644429.0455613,0.5201773643493652,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.003,0.003,0.023
1782644429.0855465,0.5601625442504883,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,0.0,0.0,0.0
1782644429.1255257,0.6001417636871338,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,0.0,0.0,0.0
1782644429.1655498,0.6401658058166504,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,0.0,0.0,0.0
1782644429.2055314,0.6801474094390869,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.003,0.003,0.023
1782644429.2455263,0.7201423645019531,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.007,0.0,0.0
1782644429.2855427,0.7601587772369385,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.007,0.0,0.0
1782644429.3255537,0.8001697063446045,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.015,0.007,0.0
1782644429.365536,0.8401520252227783,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.023,0.015,-0.047
1782644429.405546,0.8801620006561279,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.019,-0.003,-0.117
1782644429.4459982,0.9206142425537109,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.046,-0.007,-0.047
1782644429.4858124,0.9604284763336182,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.054,0.0,-0.047
1782644429.5256538,1.000269889831543,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.061,-0.007,-0.047
1782644429.5655427,1.040158748626709,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.092,-0.007,-0.047
1782644429.605555,1.0801711082458496,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.112,-0.003,-0.023
1782644429.6454911,1.1201071739196777,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.139,-0.007,-0.047
1782644429.685533,1.160149097442627,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.17,0.0,-0.047
1782644429.7255173,1.2001333236694336,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.197,-0.003,-0.117
1782644429.765499,1.2401151657104492,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.243,-0.003,-0.164
1782644429.8054984,1.2801144123077393,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.309,0.0,-0.141
1782644429.845483,1.320099115371704,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.359,0.003,-0.211
1782644429.8854978,1.3601138591766357,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.425,0.0,-0.235
1782644429.9255023,1.400118350982666,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.514,0.003,-0.258
1782644429.9654915,1.4401075839996338,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.626,0.0,-0.423
1782644430.0055068,1.4801228046417236,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.738,0.003,-0.493
1782644430.0454855,1.520101547241211,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.846,-0.003,-0.399
1782644430.0854635,1.560079574584961,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.846,-0.003,-0.399
1782644430.12547,1.600085973739624,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.912,-0.007,-0.329
1782644430.165486,1.6401021480560303,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-0.959,0.0,-0.282
1782644430.2054899,1.6801059246063232,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-1.005,0.007,-0.235
1782644430.2454786,1.7200946807861328,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-1.017,0.011,-0.211
1782644430.2855308,1.7601468563079834,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-1.044,0.0,-0.188
1782644430.325573,1.8001890182495117,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-1.051,0.007,-0.188
1782644430.3655481,1.8401641845703125,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-1.059,0.007,-0.235
1782644430.4055462,1.880162239074707,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-1.071,0.011,-0.258
1782644430.4454775,1.9200935363769531,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-1.075,0.007,-0.188
1782644430.4855194,1.9601354598999023,breakaway,target_from_rest,vx,1,0.05,0.05,0.0,-1.075,0.015,-0.235
1782644433.1304944,4.0531158447265625e-06,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,0.0,0.0,0.0
1782644433.1706216,0.040131330490112305,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,0.0,0.0,0.0
1782644433.2105954,0.08010506629943848,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.007,0.0,0.047
1782644433.250643,0.12015271186828613,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,0.0,0.0,0.0
1782644433.2906756,0.1601853370666504,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.003,0.003,0.023
1782644433.3306487,0.20015835762023926,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.003,0.003,-0.023
1782644433.37062,0.24012970924377441,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,0.0,0.0,0.0
1782644433.410645,0.2801547050476074,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,0.0,0.0,0.0
1782644433.4507568,0.3202664852142334,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.003,0.003,-0.023
1782644433.4905872,0.36009693145751953,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.003,0.003,-0.023
1782644433.5306447,0.40015435218811035,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.003,0.003,-0.023
1782644433.5706332,0.4401428699493408,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.003,0.003,-0.023
1782644433.610669,0.4801785945892334,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,0.0,0.0,0.0
1782644433.6506555,0.520165205001831,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,0.0,0.0,0.0
1782644433.690654,0.5601637363433838,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,0.0,0.0,0.0
1782644433.730609,0.6001186370849609,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.007,0.007,0.0
1782644433.77058,0.640089750289917,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.007,0.0,0.047
1782644433.8105838,0.68009352684021,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.015,0.0,0.0
1782644433.8505907,0.7201004028320312,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.027,-0.011,0.023
1782644433.8907316,0.7602412700653076,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.042,-0.011,0.023
1782644433.9305933,0.800102949142456,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.05,-0.003,-0.023
1782644433.9706266,0.8401362895965576,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.069,0.007,0.0
1782644434.0106835,0.8801932334899902,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.085,0.007,0.0
1782644434.0506601,0.9201698303222656,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.108,0.0,0.0
1782644434.0906608,0.9601705074310303,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.139,0.0,0.047
1782644434.130614,1.0001237392425537,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.17,0.0,0.0
1782644434.170629,1.0401387214660645,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.204,0.003,0.023
1782644434.2106817,1.0801913738250732,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.255,0.007,-0.047
1782644434.2506542,1.120163917541504,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.305,0.003,-0.07
1782644434.2909591,1.1604688167572021,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.363,-0.007,-0.047
1782644434.3306112,1.2001209259033203,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.433,0.007,-0.094
1782644434.370573,1.2400827407836914,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.525,0.015,-0.188
1782644434.4106553,1.2801649570465088,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.634,0.007,-0.235
1782644434.450658,1.3201677799224854,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.734,0.0,-0.235
1782644434.4906664,1.3601760864257812,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.862,0.003,-0.258
1782644434.5306747,1.4001843929290771,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.939,-0.003,-0.211
1782644434.5708597,1.4403693675994873,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-0.99,0.0,-0.188
1782644434.6109066,1.4804162979125977,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-1.036,0.007,-0.188
1782644434.653547,1.5230567455291748,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-1.04,0.003,-0.211
1782644434.6906533,1.5601630210876465,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-1.055,0.003,-0.164
1782644434.7306538,1.600163459777832,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-1.063,0.011,-0.164
1782644434.7706263,1.6401360034942627,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-1.071,0.003,-0.164
1782644434.8106549,1.6801645755767822,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-1.086,0.003,-0.117
1782644434.8506541,1.7201638221740723,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-1.079,0.011,-0.164
1782644434.8906734,1.7601830959320068,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-1.079,0.011,-0.164
1782644434.9306002,1.80010986328125,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-1.082,0.007,-0.141
1782644434.9706526,1.8401622772216797,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-1.09,0.007,-0.141
1782644435.0106716,1.8801813125610352,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-1.082,0.007,-0.188
1782644435.0506408,1.9201505184173584,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-1.09,0.007,-0.141
1782644435.0906415,1.960151195526123,breakaway,target_from_rest,vx,1,0.06,0.06,0.0,-1.094,0.003,-0.117
1782644437.740069,1.6689300537109375e-06,hold,kick,vx,1,0.005,0.055,0.0,0.0,0.0,0.0
1782644437.7802024,0.04013514518737793,hold,kick,vx,1,0.005,0.055,0.0,0.0,0.0,0.0
1782644437.8202817,3.0994415283203125e-06,hold,hold_after_kick,vx,1,0.005,0.005,0.0,0.0,0.0,0.0
1782644437.8604507,0.04017210006713867,hold,hold_after_kick,vx,1,0.005,0.005,0.0,0.0,0.0,0.0
1782644437.9004567,0.08017802238464355,hold,hold_after_kick,vx,1,0.005,0.005,0.0,0.0,0.0,0.0
1782644437.9404335,0.12015485763549805,hold,hold_after_kick,vx,1,0.005,0.005,0.0,0.0,0.0,0.0
1782644437.980556,0.1602773666381836,hold,hold_after_kick,vx,1,0.005,0.005,0.0,0.0,0.0,0.0
1782644438.0204308,0.20015215873718262,hold,hold_after_kick,vx,1,0.005,0.005,0.0,0.0,0.0,0.0
1782644438.0604281,0.24014949798583984,hold,hold_after_kick,vx,1,0.005,0.005,0.0,0.0,0.0,0.0
1782644438.1004248,0.28014612197875977,hold,hold_after_kick,vx,1,0.005,0.005,0.0,0.0,0.0,0.0
1782644438.1404467,0.32016801834106445,hold,hold_after_kick,vx,1,0.005,0.005,0.0,0.0,0.0,0.0
1782644438.180453,0.36017441749572754,hold,hold_after_kick,vx,1,0.005,0.005,0.0,0.0,0.0,0.0
1782644438.2204514,0.40017271041870117,hold,hold_after_kick,vx,1,0.005,0.005,0.0,0.0,0.0,0.0
1782644438.2608309,0.4405522346496582,hold,hold_after_kick,vx,1,0.005,0.005,0.0,0.0,0.0,0.0
1782644438.3003957,0.4801170825958252,hold,hold_after_kick,vx,1,0.005,0.005,0.0,0.0,0.0,0.0
1782644438.3403733,0.520094633102417,hold,hold_after_kick,vx,1,0.005,0.005,0.0,0.0,0.0,0.0
