[INFO] [1783441102.371033208] [shared_nav_semantic_explore]: EXPLORE NAV RESET: rejected_candidate_ids, failed_explore_goals, explore_last_reject_reason cleared on fresh start
[INFO] [1783441102.652341469] [shared_nav_semantic_explore]: ===== shared_nav_semantic_explore mode=yolo_lidar_semantic_explore_nav =====
[INFO] [1783441102.655404471] [shared_nav_semantic_explore]: semantic_explore enabled hint=/explore_goal_hint planner=astar follow_planned_path=True goal_frame=map control_frame=map tf_buffer=ok
[INFO] [1783441102.658336014] [shared_nav_semantic_explore]: topics image=/image_raw scan=/scan_filtered cmd=/cmd_vel
[INFO] [1783441102.661110683] [shared_nav_semantic_explore]: voter enabled window=6 min_votes=2 lost_hold=4
[INFO] [1783441102.663965601] [shared_nav_semantic_explore]: birth_scan enabled wait=5.0s scan_wz=0.05 scan_deg=360.0 max_rotations=1.0 max_total_deg=360 max_total_duration=125.7s
[INFO] [1783441254.965531882] [shared_nav_semantic_explore]: {"step": 1521, "mode": "SEARCH", "fsm_mode": "SEARCH", "fsm_reason": "searching", "instruction": "find the bottle", "nav_mode": "yolo_lidar_semantic_explore_nav", "image_width": 1280, "image_height": 720, "front_min_distance": 2.9059998989105225, "target_distance": null, "front_distance": 2.9059998989105225, "desired_reason": "semantic_explore_align", "action_explanation": "mode=SEARCH | reason=semantic_explore_align | explore_phase=EXPLORE_ALIGN | cmd=wz=-0.050 | front=2.91m", "raw_cmd_vx": 0.0, "raw_cmd_wz": -0.05, "safe_cmd_vx": 0.0, "safe_cmd_wz": -0.05, "safety": {"front_distance": 2.9059998989105225, "front_min_distance": 2.9059998989105225, "target_distance": null, "scan_age": 0.013698577880859375, "raw_cmd_vx": 0.0, "raw_cmd_wz": -0.05, "safety_limited": false, "safe_cmd_vx": 0.0, "safe_cmd_wz": -0.05, "safety_reason": "pass_through"}, "search_mode": "init", "search_turn_dir": 1.0, "loss_age_sec": Infinity, "last_target_u": null, "last_target_ex": null, "birth_phase_completed": true, "birth_scan_yaw_deg": 361.6806542596917, "birth_scan_budget_deg": 360.0, "birth_scan_odom_yaw_deg": 361.6806542596917, "birth_scan_target_deg": 360.0, "explore_phase": "EXPLORE_ALIGN", "explore_goal_traveled_m": 0.0, "explore_step_distance_m": 0.45, "explore_goal_switch_max_distance_m": 0.45, "explore_path_waypoint_idx": 4, "explore_planned_path_len": 29, "explore_nav_planner": "astar", "explore_astar_fallback": false, "explore_last_reject_reason": "goal_timeout", "explore_last_reject_goal_pose": [0.4961208752698223, 0.10020880633653073, -0.27481605997248465], "blocked_retreat_active": false, "blocked_retreat_target_m": 0.44, "blocked_retreat_margin_m": 0.1, "time": 1783441254.957656, "explore_candidate_id": "scanned_free:1:0", "explore_mode": "scanned_free_raw", "explore_goal_distance_m": 1.764, "explore_goal_bearing_rad": -1.2177, "explore_geometry_trusted": true, "explore_geometry_error": null, "explore_goal_frame": "map", "explore_control_frame": "map", "explore_planned_path_frame": "map", "explore_tf_error": null, "explore_failed_count": 1, "reason": "semantic_explore_align", "target": {"visible": false, "u": null, "v": null, "score": 0.0, "stale": false, "source": "yolo_bbox", "class_name": "", "reason": "waiting_multiframe_votes", "bbox": null, "area_ratio": null, "stamp_time": 1783441254.950515, "vote_reason": ""}}
[INFO] [1783441255.075881799] [shared_nav_semantic_explore]: {"step": 1522, "mode": "SEARCH", "fsm_mode": "SEARCH", "fsm_reason": "searching", "instruction": "find the bottle", "nav_mode": "yolo_lidar_semantic_explore_nav", "image_width": 1280, "image_height": 720, "front_min_distance": 2.9049999713897705, "target_distance": null, "front_distance": 2.9049999713897705, "desired_reason": "semantic_explore_align", "action_explanation": "mode=SEARCH | reason=semantic_explore_align | explore_phase=EXPLORE_ALIGN | cmd=wz=-0.050 | front=2.90m", "raw_cmd_vx": 0.0, "raw_cmd_wz": -0.05, "safe_cmd_vx": 0.0, "safe_cmd_wz": -0.05, "safety": {"front_distance": 2.9049999713897705, "front_min_distance": 2.9049999713897705, "target_distance": null, "scan_age": 0.01952528953552246, "raw_cmd_vx": 0.0, "raw_cmd_wz": -0.05, "safety_limited": false, "safe_cmd_vx": 0.0, "safe_cmd_wz": -0.05, "safety_reason": "pass_through"}, "search_mode": "init", "search_turn_dir": 1.0, "loss_age_sec": Infinity, "last_target_u": null, "last_target_ex": null, "birth_phase_completed": true, "birth_scan_yaw_deg": 361.6806542596917, "birth_scan_budget_deg": 360.0, "birth_scan_odom_yaw_deg": 361.6806542596917, "birth_scan_target_deg": 360.0, "explore_phase": "EXPLORE_ALIGN", "explore_goal_traveled_m": 0.0, "explore_step_distance_m": 0.45, "explore_goal_switch_max_distance_m": 0.45, "explore_path_waypoint_idx": 4, "explore_planned_path_len": 29, "explore_nav_planner": "astar", "explore_astar_fallback": false, "explore_last_reject_reason": "goal_timeout", "explore_last_reject_goal_pose": [0.4961208752698223, 0.10020880633653073, -0.27481605997248465], "blocked_retreat_active": false, "blocked_retreat_target_m": 0.44, "blocked_retreat_margin_m": 0.1, "time": 1783441255.068797, "explore_candidate_id": "scanned_free:1:0", "explore_mode": "scanned_free_raw", "explore_goal_distance_m": 1.762, "explore_goal_bearing_rad": -1.2002, "explore_geometry_trusted": true, "explore_geometry_error": null, "explore_goal_frame": "map", "explore_control_frame": "map", "explore_planned_path_frame": "map", "explore_tf_error": null, "explore_failed_count": 1, "reason": "semantic_explore_align", "target": {"visible": false, "u": null, "v": null, "score": 0.0, "stale": false, "source": "yolo_bbox", "class_name": "", "reason": "waiting_multiframe_votes", "bbox": null, "area_ratio": null, "stamp_time": 1783441255.0600972, "vote_reason": ""}}
[INFO] [1783441255.171238001] [shared_nav_semantic_explore]: {"step": 1523, "mode": "SEARCH", "fsm_mode": "SEARCH", "fsm_reason": "searching", "instruction": "find the bottle", "nav_mode": "yolo_lidar_semantic_explore_nav", "image_width": 1280, "image_height": 720, "front_min_distance": null, "target_distance": null, "front_distance": null, "desired_reason": "semantic_explore_align", "action_explanation": "mode=SEARCH | reason=semantic_explore_align | explore_phase=EXPLORE_ALIGN | cmd=wz=-0.050", "raw_cmd_vx": 0.0, "raw_cmd_wz": -0.05, "safe_cmd_vx": 0.0, "safe_cmd_wz": -0.05, "safety": {"front_distance": null, "front_min_distance": null, "target_distance": null, "scan_age": 0.010720252990722656, "raw_cmd_vx": 0.0, "raw_cmd_wz": -0.05, "safety_limited": false, "safe_cmd_vx": 0.0, "safe_cmd_wz": -0.05, "safety_reason": "pass_through"}, "search_mode": "init", "search_turn_dir": 1.0, "loss_age_sec": Infinity, "last_target_u": null, "last_target_ex": null, "birth_phase_completed": true, "birth_scan_yaw_deg": 361.6806542596917, "birth_scan_budget_deg": 360.0, "birth_scan_odom_yaw_deg": 361.6806542596917, "birth_scan_target_deg": 360.0, "explore_phase": "EXPLORE_ALIGN", "explore_goal_traveled_m": 0.0, "explore_step_distance_m": 0.45, "explore_goal_switch_max_distance_m": 0.45, "explore_path_waypoint_idx": 4, "explore_planned_path_len": 29, "explore_nav_planner": "astar", "explore_astar_fallback": false, "explore_last_reject_reason": "goal_timeout", "explore_last_reject_goal_pose": [0.4961208752698223, 0.10020880633653073, -0.27481605997248465], "blocked_retreat_active": false, "blocked_retreat_target_m": 0.44, "blocked_retreat_margin_m": 0.1, "time": 1783441255.158836, "explore_candidate_id": "scanned_free:1:0", "explore_mode": "scanned_free_raw", "explore_goal_distance_m": 1.762, "explore_goal_bearing_rad": -1.2002, "explore_geometry_trusted": true, "explore_geometry_error": null, "explore_goal_frame": "map", "explore_control_frame": "map", "explore_planned_path_frame": "map", "explore_tf_error": null, "explore_failed_count": 1, "reason": "semantic_explore_align", "target": {"visible": false, "u": null, "v": null, "score": 0.0, "stale": false, "source": "yolo_bbox", "class_name": "", "reason": "waiting_multiframe_votes", "bbox": null, "area_ratio": null, "stamp_time": 1783441255.1513593, "vote_reason": ""}}
[INFO] [1783441255.270394080] [shared_nav_semantic_explore]: {"step": 1524, "mode": "SEARCH", "fsm_mode": "SEARCH", "fsm_reason": "searching", "instruction": "find the bottle", "nav_mode": "yolo_lidar_semantic_explore_nav", "image_width": 1280, "image_height": 720, "front_min_distance": null, "target_distance": null, "front_distance": null, "desired_reason": "semantic_explore_align", "action_explanation": "mode=SEARCH | reason=semantic_explore_align | explore_phase=EXPLORE_ALIGN | cmd=wz=-0.050 | front=2.90m", "raw_cmd_vx": 0.0, "raw_cmd_wz": -0.05, "safe_cmd_vx": 0.0, "safe_cmd_wz": -0.05, "safety": {"front_distance": 2.8980000019073486, "front_min_distance": 2.8980000019073486, "target_distance": null, "scan_age": 0.006132841110229492, "raw_cmd_vx": 0.0, "raw_cmd_wz": -0.05, "safety_limited": false, "safe_cmd_vx": 0.0, "safe_cmd_wz": -0.05, "safety_reason": "pass_through"}, "search_mode": "init", "search_turn_dir": 1.0, "loss_age_sec": Infinity, "last_target_u": null, "last_target_ex": null, "birth_phase_completed": true, "birth_scan_yaw_deg": 361.6806542596917, "birth_scan_budget_deg": 360.0, "birth_scan_odom_yaw_deg": 361.6806542596917, "birth_scan_target_deg": 360.0, "explore_phase": "EXPLORE_ALIGN", "explore_goal_traveled_m": 0.0, "explore_step_distance_m": 0.45, "explore_goal_switch_max_distance_m": 0.45, "explore_path_waypoint_idx": 4, "explore_planned_path_len": 29, "explore_nav_planner": "astar", "explore_astar_fallback": false, "explore_last_reject_reason": "goal_timeout", "explore_last_reject_goal_pose": [0.4961208752698223, 0.10020880633653073, -0.27481605997248465], "blocked_retreat_active": false, "blocked_retreat_target_m": 0.44, "blocked_retreat_margin_m": 0.1, "time": 1783441255.2627642, "explore_candidate_id": "scanned_free:1:0", "explore_mode": "scanned_free_raw", "explore_goal_distance_m": 1.762, "explore_goal_bearing_rad": -1.2002, "explore_geometry_trusted": true, "explore_geometry_error": null, "explore_goal_frame": "map", "explore_control_frame": "map", "explore_planned_path_frame": "map", "explore_tf_error": null, "explore_failed_count": 1, "reason": "semantic_explore_align", "target": {"visible": false, "u": null, "v": null, "score": 0.0, "stale": false, "source": "yolo_bbox", "class_name": "", "reason": "waiting_multiframe_votes", "bbox": null, "area_ratio": null, "stamp_time": 1783441255.2566435, "vote_reason": ""}}
[INFO] [1783441255.373216327] [shared_nav_semantic_explore]: {"step": 1525, "mode": "SEARCH", "fsm_mode": "SEARCH", "fsm_reason": "searching", "instruction": "find the bottle", "nav_mode": "yolo_lidar_semantic_explore_nav", "image_width": 1280, "image_height": 720, "front_min_distance": null, "target_distance": null, "front_distance": null, "desired_reason": "semantic_explore_align", "action_explanation": "mode=SEARCH | reason=semantic_explore_align | explore_phase=EXPLORE_ALIGN | cmd=wz=-0.050", "raw_cmd_vx": 0.0, "raw_cmd_wz": -0.05, "safe_cmd_vx": 0.0, "safe_cmd_wz": -0.05, "safety": {"front_distance": null, "front_min_distance": null, "target_distance": null, "scan_age": 0.05336618423461914, "raw_cmd_vx": 0.0, "raw_cmd_wz": -0.05, "safety_limited": false, "safe_cmd_vx": 0.0, "safe_cmd_wz": -0.05, "safety_reason": "pass_through"}, "search_mode": "init", "search_turn_dir": 1.0, "loss_age_sec": Infinity, "last_target_u": null, "last_target_ex": null, "birth_phase_completed": true, "birth_scan_yaw_deg": 361.6806542596917, "birth_scan_budget_deg": 360.0, "birth_scan_odom_yaw_deg": 361.6806542596917, "birth_scan_target_deg": 360.0, "explore_phase": "EXPLORE_ALIGN", "explore_goal_traveled_m": 0.0, "explore_step_distance_m": 0.45, "explore_goal_switch_max_distance_m": 0.45, "explore_path_waypoint_idx": 4, "explore_planned_path_len": 29, "explore_nav_planner": "astar", "explore_astar_fallback": false, "explore_last_reject_reason": "goal_timeout", "explore_last_reject_goal_pose": [0.4961208752698223, 0.10020880633653073, -0.27481605997248465], "blocked_retreat_active": false, "blocked_retreat_target_m": 0.44, "blocked_retreat_margin_m": 0.1, "time": 1783441255.3646708, "explore_candidate_id": "scanned_free:1:0", "explore_mode": "scanned_free_raw", "explore_goal_distance_m": 1.76, "explore_goal_bearing_rad": -1.1877, "explore_geometry_trusted": true, "explore_geometry_error": null, "explore_goal_frame": "map", "explore_control_frame": "map", "explore_planned_path_frame": "map", "explore_tf_error": null, "explore_failed_count": 1, "reason": "semantic_explore_align", "target": {"visible": false, "u": null, "v": null, "score": 0.0, "stale": false, "source": "yolo_bbox", "class_name": "", "reason": "waiting_multiframe_votes", "bbox": null, "area_ratio": null, "stamp_time": 1783441255.3539982, "vote_reason": ""}}
[INFO] [1783441255.486345619] [shared_nav_semantic_explore]: {"step": 1526, "mode": "SEARCH", "fsm_mode": "SEARCH", "fsm_reason": "searching", "instruction": "find the bottle", "nav_mode": "yolo_lidar_semantic_explore_nav", "image_width": 1280, "image_height": 720, "front_min_distance": 2.8929998874664307, "target_distance": null, "front_distance": 2.8929998874664307, "desired_reason": "semantic_explore_align", "action_explanation": "mode=SEARCH | reason=semantic_explore_align | explore_phase=EXPLORE_ALIGN | cmd=wz=-0.050 | front=2.89m", "raw_cmd_vx": 0.0, "raw_cmd_wz": -0.05, "safe_cmd_vx": 0.0, "safe_cmd_wz": -0.05, "safety": {"front_distance": 2.8929998874664307, "front_min_distance": 2.8929998874664307, "target_distance": null, "scan_age": 0.01716303825378418, "raw_cmd_vx": 0.0, "raw_cmd_wz": -0.05, "safety_limited": false, "safe_cmd_vx": 0.0, "safe_cmd_wz": -0.05, "safety_reason": "pass_through"}, "search_mode": "init", "search_turn_dir": 1.0, "loss_age_sec": Infinity, "last_target_u": null, "last_target_ex": null, "birth_phase_completed": true, "birth_scan_yaw_deg": 361.6806542596917, "birth_scan_budget_deg": 360.0, "birth_scan_odom_yaw_deg": 361.6806542596917, "birth_scan_target_deg": 360.0, "explore_phase": "EXPLORE_ALIGN", "explore_goal_traveled_m": 0.0, "explore_step_distance_m": 0.45, "explore_goal_switch_max_distance_m": 0.45, "explore_path_waypoint_idx": 4, "explore_planned_path_len": 29, "explore_nav_planner": "astar", "explore_astar_fallback": false, "explore_last_reject_reason": "goal_timeout", "explore_last_reject_goal_pose": [0.4961208752698223, 0.10020880633653073, -0.27481605997248465], "blocked_retreat_active": false, "blocked_retreat_target_m": 0.44, "blocked_retreat_margin_m": 0.1, "time": 1783441255.478288, "explore_candidate_id": "scanned_free:1:0", "explore_mode": "scanned_free_raw", "explore_goal_distance_m": 1.76, "explore_goal_bearing_rad": -1.1877, "explore_geometry_trusted": true, "explore_geometry_error": null, "explore_goal_frame": "map", "explore_control_frame": "map", "explore_planned_path_frame": "map", "explore_tf_error": null, "explore_failed_count": 1, "reason": "semantic_explore_align", "target": {"visible": false, "u": null, "v": null, "score": 0.0, "stale": false, "source": "yolo_bbox", "class_name": "", "reason": "waiting_multiframe_votes", "bbox": null, "area_ratio": null, "stamp_time": 1783441255.470929, "vote_reason": ""}}
[INFO] [1783441255.583724906] [shared_nav_semantic_explore]: {"step": 1527, "mode": "SEARCH", "fsm_mode": "SEARCH", "fsm_reason": "searching", "instruction": "find the bottle", "nav_mode": "yolo_lidar_semantic_explore_nav", "image_width": 1280, "image_height": 720, "front_min_distance": 2.8929998874664307, "target_distance": null, "front_distance": 2.8929998874664307, "desired_reason": "semantic_explore_align", "action_explanation": "mode=SEARCH | reason=semantic_explore_align | explore_phase=EXPLORE_ALIGN | cmd=wz=-0.050 | front=2.89m", "raw_cmd_vx": 0.0, "raw_cmd_wz": -0.05, "safe_cmd_vx": 0.0, "safe_cmd_wz": -0.05, "safety": {"front_distance": 2.8929998874664307, "front_min_distance": 2.8929998874664307, "target_distance": null, "scan_age": 0.07598614692687988, "raw_cmd_vx": 0.0, "raw_cmd_wz": -0.05, "safety_limited": false, "safe_cmd_vx": 0.0, "safe_cmd_wz": -0.05, "safety_reason": "pass_through"}, "search_mode": "init", "search_turn_dir": 1.0, "loss_age_sec": Infinity, "last_target_u": null, "last_target_ex": null, "birth_phase_completed": true, "birth_scan_yaw_deg": 361.6806542596917, "birth_scan_budget_deg": 360.0, "birth_scan_odom_yaw_deg": 361.6806542596917, "birth_scan_target_deg": 360.0, "explore_phase": "EXPLORE_ALIGN", "explore_goal_traveled_m": 0.0, "explore_step_distance_m": 0.45, "explore_goal_switch_max_distance_m": 0.45, "explore_path_waypoint_idx": 4, "explore_planned_path_len": 29, "explore_nav_planner": "astar", "explore_astar_fallback": false, "explore_last_reject_reason": "goal_timeout", "explore_last_reject_goal_pose": [0.4961208752698223, 0.10020880633653073, -0.27481605997248465], "blocked_retreat_active": false, "blocked_retreat_target_m": 0.44, "blocked_retreat_margin_m": 0.1, "time": 1783441255.5759406, "explore_candidate_id": "scanned_free:1:0", "explore_mode": "scanned_free_raw", "explore_goal_distance_m": 1.76, "explore_goal_bearing_rad": -1.1877, "explore_geometry_trusted": true, "explore_geometry_error": null, "explore_goal_frame": "map", "explore_control_frame": "map", "explore_planned_path_frame": "map", "explore_tf_error": null, "explore_failed_count": 1, "reason": "semantic_explore_align", "target": {"visible": false, "u": null, "v": null, "score": 0.0, "stale": false, "source": "yolo_bbox", "class_name": "", "reason": "waiting_multiframe_votes", "bbox": null, "area_ratio": null, "stamp_time": 1783441255.5683403, "vote_reason": ""}}
[INFO] [1783441255.683494485] [shared_nav_semantic_explore]: {"step": 1528, "mode": "SEARCH", "fsm_mode": "SEARCH", "fsm_reason": "searching", "instruction": "find the bottle", "nav_mode": "yolo_lidar_semantic_explore_nav", "image_width": 1280, "image_height": 720, "front_min_distance": 2.8970000743865967, "target_distance": null, "front_distance": 2.8970000743865967, "desired_reason": "semantic_explore_align", "action_explanation": "mode=SEARCH | reason=semantic_explore_align | explore_phase=EXPLORE_ALIGN | cmd=wz=-0.050 | front=2.90m", "raw_cmd_vx": 0.0, "raw_cmd_wz": -0.05, "safe_cmd_vx": 0.0, "safe_cmd_wz": -0.05, "safety": {"front_distance": 2.8970000743865967, "front_min_distance": 2.8970000743865967, "target_distance": null, "scan_age": 0.00946807861328125, "raw_cmd_vx": 0.0, "raw_cmd_wz": -0.05, "safety_limited": false, "safe_cmd_vx": 0.0, "safe_cmd_wz": -0.05, "safety_reason": "pass_through"}, "search_mode": "init", "search_turn_dir": 1.0, "loss_age_sec": Infinity, "last_target_u": null, "last_target_ex": null, "birth_phase_completed": true, "birth_scan_yaw_deg": 361.6806542596917, "birth_scan_budget_deg": 360.0, "birth_scan_odom_yaw_deg": 361.6806542596917, "birth_scan_target_deg": 360.0, "explore_phase": "EXPLORE_ALIGN", "explore_goal_traveled_m": 0.0, "explore_step_distance_m": 0.45, "explore_goal_switch_max_distance_m": 0.45, "explore_path_waypoint_idx": 4, "explore_planned_path_len": 29, "explore_nav_planner": "astar", "explore_astar_fallback": false, "explore_last_reject_reason": "goal_timeout", "explore_last_reject_goal_pose": [0.4961208752698223, 0.10020880633653073, -0.27481605997248465], "blocked_retreat_active": false, "blocked_retreat_target_m": 0.44, "blocked_retreat_margin_m": 0.1, "time": 1783441255.6690133, "explore_candidate_id": "scanned_free:1:0", "explore_mode": "scanned_free_raw", "explore_goal_distance_m": 1.759, "explore_goal_bearing_rad": -1.1729, "explore_geometry_trusted": true, "explore_geometry_error": null, "explore_goal_frame": "map", "explore_control_frame": "map", "explore_planned_path_frame": "map", "explore_tf_error": null, "explore_failed_count": 1, "reason": "semantic_explore_align", "target": {"visible": false, "u": null, "v": null, "score": 0.0, "stale": false, "source": "yolo_bbox", "class_name": "", "reason": "waiting_multiframe_votes", "bbox": null, "area_ratio": null, "stamp_time": 1783441255.6541536, "vote_reason": ""}}
[INFO] [1783441255.762389973] [shared_nav_semantic_explore]: {"step": 1529, "mode": "SEARCH", "fsm_mode": "SEARCH", "fsm_reason": "searching", "instruction": "find the bottle", "nav_mode": "yolo_lidar_semantic_explore_nav", "image_width": 1280, "image_height": 720, "front_min_distance": 2.884000062942505, "target_distance": null, "front_distance": 2.884000062942505, "desired_reason": "semantic_explore_align", "action_explanation": "mode=SEARCH | reason=semantic_explore_align | explore_phase=EXPLORE_ALIGN | cmd=wz=-0.050 | front=2.88m", "raw_cmd_vx": 0.0, "raw_cmd_wz": -0.05, "safe_cmd_vx": 0.0, "safe_cmd_wz": -0.05, "safety": {"front_distance": 2.884000062942505, "front_min_distance": 2.884000062942505, "target_distance": null, "scan_age": 0.08433032035827637, "raw_cmd_vx": 0.0, "raw_cmd_wz": -0.05, "safety_limited": false, "safe_cmd_vx": 0.0, "safe_cmd_wz": -0.05, "safety_reason": "pass_through"}, "search_mode": "init", "search_turn_dir": 1.0, "loss_age_sec": Infinity, "last_target_u": null, "last_target_ex": null, "birth_phase_completed": true, "birth_scan_yaw_deg": 361.6806542596917, "birth_scan_budget_deg": 360.0, "birth_scan_odom_yaw_deg": 361.6806542596917, "birth_scan_target_deg": 360.0, "explore_phase": "EXPLORE_ALIGN", "explore_goal_traveled_m": 0.0, "explore_step_distance_m": 0.45, "explore_goal_switch_max_distance_m": 0.45, "explore_path_waypoint_idx": 4, "explore_planned_path_len": 29, "explore_nav_planner": "astar", "explore_astar_fallback": false, "explore_last_reject_reason": "goal_timeout", "explore_last_reject_goal_pose": [0.4961208752698223, 0.10020880633653073, -0.27481605997248465], "blocked_retreat_active": false, "blocked_retreat_target_m": 0.44, "blocked_retreat_margin_m": 0.1, "time": 1783441255.7574005, "explore_candidate_id": "scanned_free:1:0", "explore_mode": "scanned_free_raw", "explore_goal_distance_m": 1.759, "explore_goal_bearing_rad": -1.1729, "explore_geometry_trusted": true, "explore_geometry_error": null, "explore_goal_frame": "map", "explore_control_frame": "map", "explore_planned_path_frame": "map", "explore_tf_error": null, "explore_failed_count": 1, "reason": "semantic_explore_align", "target": {"visible": false, "u": null, "v": null, "score": 0.0, "stale": false, "source": "yolo_bbox", "class_name": "", "reason": "waiting_multiframe_votes", "bbox": null, "area_ratio": null, "stamp_time": 1783441255.751332, "vote_reason": ""}}
[INFO] [1783441255.881634059] [shared_nav_semantic_explore]: {"step": 1530, "mode": "SEARCH", "fsm_mode": "SEARCH", "fsm_reason": "searching", "instruction": "find the bottle", "nav_mode": "yolo_lidar_semantic_explore_nav", "image_width": 1280, "image_height": 720, "front_min_distance": 2.8989999294281006, "target_distance": null, "front_distance": 2.8989999294281006, "desired_reason": "semantic_explore_align", "action_explanation": "mode=SEARCH | reason=semantic_explore_align | explore_phase=EXPLORE_ALIGN | cmd=wz=-0.050 | front=2.90m", "raw_cmd_vx": 0.0, "raw_cmd_wz": -0.05, "safe_cmd_vx": 0.0, "safe_cmd_wz": -0.05, "safety": {"front_distance": 2.8989999294281006, "front_min_distance": 2.8989999294281006, "target_distance": null, "scan_age": 0.07337808609008789, "raw_cmd_vx": 0.0, "raw_cmd_wz": -0.05, "safety_limited": false, "safe_cmd_vx": 0.0, "safe_cmd_wz": -0.05, "safety_reason": "pass_through"}, "search_mode": "init", "search_turn_dir": 1.0, "loss_age_sec": Infinity, "last_target_u": null, "last_target_ex": null, "birth_phase_completed": true, "birth_scan_yaw_deg": 361.6806542596917, "birth_scan_budget_deg": 360.0, "birth_scan_odom_yaw_deg": 361.6806542596917, "birth_scan_target_deg": 360.0, "explore_phase": "EXPLORE_ALIGN", "explore_goal_traveled_m": 0.0, "explore_step_distance_m": 0.45, "explore_goal_switch_max_distance_m": 0.45, "explore_path_waypoint_idx": 4, "explore_planned_path_len": 29, "explore_nav_planner": "astar", "explore_astar_fallback": false, "explore_last_reject_reason": "goal_timeout", "explore_last_reject_goal_pose": [0.4961208752698223, 0.10020880633653073, -0.27481605997248465], "blocked_retreat_active": false, "blocked_retreat_target_m": 0.44, "blocked_retreat_margin_m": 0.1, "time": 1783441255.868939, "explore_candidate_id": "scanned_free:1:0", "explore_mode": "scanned_free_raw", "explore_goal_distance_m": 1.759, "explore_goal_bearing_rad": -1.1729, "explore_geometry_trusted": true, "explore_geometry_error": null, "explore_goal_frame": "map", "explore_control_frame": "map", "explore_planned_path_frame": "map", "explore_tf_error": null, "explore_failed_count": 1, "reason": "semantic_explore_align", "target": {"visible": false, "u": null, "v": null, "score": 0.0, "stale": false, "source": "yolo_bbox", "class_name": "", "reason": "waiting_multiframe_votes", "bbox": null, "area_ratio": null, "stamp_time": 1783441255.8586283, "vote_reason": ""}}
[INFO] [1783441255.974102427] [shared_nav_semantic_explore]: {"step": 1531, "mode": "SEARCH", "fsm_mode": "SEARCH", "fsm_reason": "searching", "instruction": "find the bottle", "nav_mode": "yolo_lidar_semantic_explore_nav", "image_width": 1280, "image_height": 720, "front_min_distance": null, "target_distance": null, "front_distance": null, "desired_reason": "semantic_explore_align", "action_explanation": "mode=SEARCH | reason=semantic_explore_align | explore_phase=EXPLORE_ALIGN | cmd=wz=-0.050 | front=2.90m", "raw_cmd_vx": 0.0, "raw_cmd_wz": -0.05, "safe_cmd_vx": 0.0, "safe_cmd_wz": -0.05, "safety": {"front_distance": 2.8989999294281006, "front_min_distance": 2.8989999294281006, "target_distance": null, "scan_age": 0.06577301025390625, "raw_cmd_vx": 0.0, "raw_cmd_wz": -0.05, "safety_limited": false, "safe_cmd_vx": 0.0, "safe_cmd_wz": -0.05, "safety_reason": "pass_through"}, "search_mode": "init", "search_turn_dir": 1.0, "loss_age_sec": Infinity, "last_target_u": null, "last_target_ex": null, "birth_phase_completed": true, "birth_scan_yaw_deg": 361.6806542596917, "birth_scan_budget_deg": 360.0, "birth_scan_odom_yaw_deg": 361.6806542596917, "birth_scan_target_deg": 360.0, "explore_phase": "EXPLORE_ALIGN", "explore_goal_traveled_m": 0.0, "explore_step_distance_m": 0.45, "explore_goal_switch_max_distance_m": 0.45, "explore_path_waypoint_idx": 4, "explore_planned_path_len": 29, "explore_nav_planner": "astar", "explore_astar_fallback": false, "explore_last_reject_reason": "goal_timeout", "explore_last_reject_goal_pose": [0.4961208752698223, 0.10020880633653073, -0.27481605997248465], "blocked_retreat_active": false, "blocked_retreat_target_m": 0.44, "blocked_retreat_margin_m": 0.1, "time": 1783441255.9659498, "explore_candidate_id": "scanned_free:1:0", "explore_mode": "scanned_free_raw", "explore_goal_distance_m": 1.757, "explore_goal_bearing_rad": -1.1572, "explore_geometry_trusted": true, "explore_geometry_error": null, "explore_goal_frame": "map", "explore_control_frame": "map", "explore_planned_path_frame": "map", "explore_tf_error": null, "explore_failed_count": 1, "reason": "semantic_explore_align", "target": {"visible": false, "u": null, "v": null, "score": 0.0, "stale": false, "source": "yolo_bbox", "class_name": "", "reason": "waiting_multiframe_votes", "bbox": null, "area_ratio": null, "stamp_time": 1783441255.9574468, "vote_reason": ""}}
